fecha,sensor_id,latitud,longitud,nombre_banda,valor_pixel,crs,resolucion,ancho,alto,nombre_archivo
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,85,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_AOT.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B01,341,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B01.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B02,538,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B02.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B03,582,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B03.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B04,660,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B04.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B05,678,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B05.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B06,778,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B06.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B07,837,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B07.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B08,1062,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B08.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B09,810,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B09.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B11,1415,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B11.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,B12,1230,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_B12.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,SCL,5,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_SCL.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,67,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_TCI.tif
2025-07-08,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,451,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-08_S2A_orbit_096_tile_19HCB_L2A_band_WVP.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,74,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_AOT.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B01,2122,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B01.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B02,2850,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B02.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B03,2968,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B03.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B04,3200,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B04.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B05,3528,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B05.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B06,3625,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B06.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B07,3744,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B07.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B08,3816,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B08.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B09,3441,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B09.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B11,4698,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B11.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,B12,4247,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_B12.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,SCL,5,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_SCL.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,255,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_TCI.tif
2025-07-11,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,539,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-11_S2B_orbit_096_tile_19HCB_L2A_band_WVP.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,80,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_AOT.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B01,880,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B01.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B02,960,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B02.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B03,1030,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B03.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B04,1174,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B04.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B05,1289,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B05.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B06,1478,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B06.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B07,1551,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B07.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B08,1909,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B08.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B09,1972,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B09.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B11,2605,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B11.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,B12,1978,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_B12.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,SCL,5,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_SCL.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,120,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_TCI.tif
2025-07-16,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,386,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-16_S2C_orbit_096_tile_19HCB_L2A_band_WVP.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,74,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_AOT.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B01,261,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B01.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B02,444,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B02.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B03,565,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B03.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B04,712,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B04.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B05,812,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B05.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B06,924,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B06.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B07,1053,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B07.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B08,1202,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B08.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B09,1255,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B09.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B11,2349,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B11.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,B12,2112,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_B12.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,SCL,5,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_SCL.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,73,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_TCI.tif
2025-07-21,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,734,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-21_S2B_orbit_096_tile_19HCB_L2A_band_WVP.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,243,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_AOT.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B01,5034,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B01.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B02,4940,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B02.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B03,4952,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B03.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B04,4872,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B04.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B05,5067,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B05.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B06,5118,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B06.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B07,5057,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B07.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B08,5468,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B08.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B09,7108,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B09.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B11,1874,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B11.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,B12,2065,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_B12.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,SCL,8,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_SCL.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,255,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_TCI.tif
2025-07-26,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,253,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-26_S2C_orbit_096_tile_19HCB_L2A_band_WVP.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,59,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_AOT.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B01,2532,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B01.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B02,2154,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B02.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B03,2150,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B03.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B04,2182,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B04.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B05,2373,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B05.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B06,2594,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B06.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B07,2660,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B07.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B08,2680,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B08.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B09,4231,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B09.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B11,1985,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B11.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,B12,1839,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_B12.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,SCL,8,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_SCL.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,222,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_TCI.tif
2025-07-28,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,639,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-28_S2A_orbit_096_tile_19HCB_L2A_band_WVP.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,272,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_AOT.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B01,2266,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B01.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B02,2654,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B02.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B03,2610,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B03.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B04,2728,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B04.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B05,2944,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B05.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B06,3328,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B06.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B07,3584,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B07.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B08,3736,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B08.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B09,2790,EPSG:32719,"(60.0, 60.0)",166,167,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B09.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B11,3717,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B11.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,B12,3672,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_B12.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,SCL,9,EPSG:32719,"(20.0, 20.0)",498,501,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_SCL.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,255,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_TCI.tif
2025-07-31,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,213,EPSG:32719,"(10.0, 10.0)",996,1002,2025-07-31_S2B_orbit_096_tile_19HCB_L2A_band_WVP.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,164,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_AOT.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B01,860,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B01.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B02,1058,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B02.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B03,1176,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B03.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B04,1240,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B04.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B05,1338,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B05.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B06,1563,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B06.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B07,1621,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B07.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B08,1985,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B08.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B09,1730,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B09.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B11,1998,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B11.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,B12,1620,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_B12.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,SCL,8,EPSG:32719,"(20.0, 20.0)",498,501,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_SCL.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,TCI,126,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_TCI.tif
2025-08-05,eui-a8404173735a97b9,-34.395053,-70.808878,WVP,309,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-05_S2C_orbit_096_tile_19HCB_L2A_band_WVP.tif
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,AOT,125,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_AOT.tif
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,B01,439,EPSG:32719,"(60.0, 60.0)",166,167,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_B01.tif
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,B02,608,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_B02.tif
2025-08-10,eui-a8404173735a97b9,-34.395053,-70.808878,B03,714,EPSG:32719,"(10.0, 10.0)",996,1002,2025-08-10_S2B_orbit_096_tile_19HCB_L2A_band_B03.tif
